,Driver,Race,Lap,Sector 1 Time,Sector 2 Time,Sector 3 Time,Lap Time,Rainfall,Track Temp
0,VER,Imola,1.0,,0 days 00:00:31.809000,0 days 00:00:46.739000,,False,18.0
1,VER,Imola,2.0,0 days 00:00:54.085000,0 days 00:00:47.410000,0 days 00:00:44.500000,0 days 00:02:25.995000,False,17.9
2,VER,Imola,3.0,0 days 00:00:45.833000,0 days 00:00:46.168000,0 days 00:00:44.499000,0 days 00:02:16.500000,False,17.8
3,VER,Imola,4.0,0 days 00:00:42.546000,0 days 00:00:48.335000,0 days 00:00:56.546000,0 days 00:02:27.427000,False,17.6
4,VER,Imola,5.0,0 days 00:00:29.619000,0 days 00:00:30.801000,0 days 00:00:31.030000,0 days 00:01:31.450000,False,17.5
5,VER,Imola,6.0,0 days 00:00:28.916000,0 days 00:00:30.794000,0 days 00:00:30.734000,0 days 00:01:30.444000,False,17.3
6,VER,Imola,7.0,0 days 00:00:28.780000,0 days 00:00:30.578000,0 days 00:00:30.761000,0 days 00:01:30.119000,False,17.3
7,VER,Imola,8.0,0 days 00:00:28.711000,0 days 00:00:30.861000,0 days 00:00:30.605000,0 days 00:01:30.177000,False,17.1
8,VER,Imola,9.0,0 days 00:00:28.558000,0 days 00:00:30.752000,0 days 00:00:30.607000,0 days 00:01:29.917000,False,17.0
9,VER,Imola,10.0,0 days 00:00:28.502000,0 days 00:00:30.986000,0 days 00:00:30.863000,0 days 00:01:30.351000,False,17.0
10,VER,Imola,11.0,0 days 00:00:28.559000,0 days 00:00:31.020000,0 days 00:00:30.760000,0 days 00:01:30.339000,False,17.0
11,VER,Imola,12.0,0 days 00:00:28.740000,0 days 00:00:31.237000,0 days 00:00:30.992000,0 days 00:01:30.969000,False,17.0
12,VER,Imola,13.0,0 days 00:00:28.837000,0 days 00:00:31.266000,0 days 00:00:31.222000,0 days 00:01:31.325000,False,17.0
13,VER,Imola,14.0,0 days 00:00:28.845000,0 days 00:00:31.514000,0 days 00:00:31.530000,0 days 00:01:31.889000,False,16.7
14,VER,Imola,15.0,0 days 00:00:28.888000,0 days 00:00:31.641000,0 days 00:00:31.510000,0 days 00:01:32.039000,False,16.7
15,VER,Imola,16.0,0 days 00:00:28.982000,0 days 00:00:31.717000,0 days 00:00:31.373000,0 days 00:01:32.072000,False,16.7
16,VER,Imola,17.0,0 days 00:00:29.012000,0 days 00:00:31.685000,0 days 00:00:31.382000,0 days 00:01:32.079000,False,16.5
17,VER,Imola,18.0,0 days 00:00:28.901000,0 days 00:00:31.523000,0 days 00:00:31.016000,0 days 00:01:31.440000,False,16.2
18,VER,Imola,19.0,0 days 00:00:28.695000,0 days 00:00:31.325000,0 days 00:00:35.248000,0 days 00:01:35.268000,False,16.3
19,VER,Imola,20.0,0 days 00:00:54.051000,0 days 00:00:30.671000,0 days 00:00:30.016000,0 days 00:01:54.738000,False,16.1
20,VER,Imola,21.0,0 days 00:00:27.654000,0 days 00:00:29.187000,0 days 00:00:28.610000,0 days 00:01:25.451000,False,16.0
21,VER,Imola,22.0,0 days 00:00:27.070000,0 days 00:00:28.586000,0 days 00:00:28.138000,0 days 00:01:23.794000,False,16.1
22,VER,Imola,23.0,0 days 00:00:26.878000,0 days 00:00:28.284000,0 days 00:00:27.707000,0 days 00:01:22.869000,False,16.0
23,VER,Imola,24.0,0 days 00:00:26.411000,0 days 00:00:28.233000,0 days 00:00:27.807000,0 days 00:01:22.451000,False,16.0
24,VER,Imola,25.0,0 days 00:00:26.276000,0 days 00:00:27.926000,0 days 00:00:27.954000,0 days 00:01:22.156000,False,16.0
25,VER,Imola,26.0,0 days 00:00:26.236000,0 days 00:00:27.987000,0 days 00:00:27.430000,0 days 00:01:21.653000,False,15.8
26,VER,Imola,27.0,0 days 00:00:26.249000,0 days 00:00:27.758000,0 days 00:00:27.088000,0 days 00:01:21.095000,False,15.9
27,VER,Imola,28.0,0 days 00:00:25.869000,0 days 00:00:27.788000,0 days 00:00:27.035000,0 days 00:01:20.692000,False,16.1
28,VER,Imola,29.0,0 days 00:00:25.806000,0 days 00:00:27.797000,0 days 00:00:27.110000,0 days 00:01:20.713000,False,16.1
29,VER,Imola,30.0,0 days 00:00:25.882000,0 days 00:00:27.839000,0 days 00:00:27.191000,0 days 00:01:20.912000,False,16.2
30,VER,Imola,31.0,0 days 00:00:25.838000,0 days 00:00:28.019000,0 days 00:00:26.953000,0 days 00:01:20.810000,False,16.3
31,VER,Imola,32.0,0 days 00:00:25.746000,0 days 00:00:27.796000,0 days 00:00:27.045000,0 days 00:01:20.587000,False,16.5
32,VER,Imola,33.0,0 days 00:00:25.730000,0 days 00:00:27.904000,0 days 00:00:26.916000,0 days 00:01:20.550000,False,16.6
33,VER,Imola,34.0,0 days 00:00:25.684000,0 days 00:00:27.850000,0 days 00:00:27.026000,0 days 00:01:20.560000,False,16.6
34,VER,Imola,35.0,0 days 00:00:25.746000,0 days 00:00:27.885000,0 days 00:00:26.976000,0 days 00:01:20.607000,False,16.4
35,VER,Imola,36.0,0 days 00:00:25.613000,0 days 00:00:27.766000,0 days 00:00:26.914000,0 days 00:01:20.293000,False,16.5
36,VER,Imola,37.0,0 days 00:00:25.666000,0 days 00:00:27.814000,0 days 00:00:26.881000,0 days 00:01:20.361000,False,16.6
37,VER,Imola,38.0,0 days 00:00:25.652000,0 days 00:00:27.885000,0 days 00:00:27.045000,0 days 00:01:20.582000,False,16.7
38,VER,Imola,39.0,0 days 00:00:25.611000,0 days 00:00:28.006000,0 days 00:00:27.142000,0 days 00:01:20.759000,False,16.7
39,VER,Imola,40.0,0 days 00:00:25.685000,0 days 00:00:28.045000,0 days 00:00:27.365000,0 days 00:01:21.095000,False,16.6
40,VER,Imola,41.0,0 days 00:00:25.497000,0 days 00:00:28.178000,0 days 00:00:27.292000,0 days 00:01:20.967000,False,16.5
41,VER,Imola,42.0,0 days 00:00:25.246000,0 days 00:00:27.950000,0 days 00:00:27.028000,0 days 00:01:20.224000,False,16.5
42,VER,Imola,43.0,0 days 00:00:25.187000,0 days 00:00:28.029000,0 days 00:00:27.758000,0 days 00:01:20.974000,False,16.6
43,VER,Imola,44.0,0 days 00:00:25.773000,0 days 00:00:27.882000,0 days 00:00:26.902000,0 days 00:01:20.557000,False,16.7
44,VER,Imola,45.0,0 days 00:00:25.604000,0 days 00:00:27.885000,0 days 00:00:27.002000,0 days 00:01:20.491000,False,16.7
45,VER,Imola,46.0,0 days 00:00:25.556000,0 days 00:00:27.871000,0 days 00:00:27.015000,0 days 00:01:20.442000,False,16.6
46,VER,Imola,47.0,0 days 00:00:25.584000,0 days 00:00:27.840000,0 days 00:00:26.932000,0 days 00:01:20.356000,False,16.7
47,VER,Imola,48.0,0 days 00:00:25.618000,0 days 00:00:27.963000,0 days 00:00:27.109000,0 days 00:01:20.690000,False,16.7
48,VER,Imola,49.0,0 days 00:00:25.674000,0 days 00:00:27.928000,0 days 00:00:27.174000,0 days 00:01:20.776000,False,16.9
49,VER,Imola,50.0,0 days 00:00:25.714000,0 days 00:00:28.058000,0 days 00:00:27.247000,0 days 00:01:21.019000,False,17.0
50,VER,Imola,51.0,0 days 00:00:25.664000,0 days 00:00:28.348000,0 days 00:00:31.562000,0 days 00:01:25.574000,False,17.0
51,VER,Imola,52.0,0 days 00:00:50.017000,0 days 00:00:27.690000,0 days 00:00:26.635000,0 days 00:01:44.342000,False,17.0
52,VER,Imola,53.0,0 days 00:00:25.579000,0 days 00:00:27.241000,0 days 00:00:26.489000,0 days 00:01:19.309000,False,17.0
53,VER,Imola,54.0,0 days 00:00:25.648000,0 days 00:00:28.265000,0 days 00:00:27.239000,0 days 00:01:21.152000,False,16.8
54,VER,Imola,55.0,0 days 00:00:25.088000,0 days 00:00:27.017000,0 days 00:00:26.341000,0 days 00:01:18.446000,False,16.8
55,VER,Imola,56.0,0 days 00:00:25.469000,0 days 00:00:27.403000,0 days 00:00:26.631000,0 days 00:01:19.503000,False,16.7
56,VER,Imola,57.0,0 days 00:00:25.714000,0 days 00:00:27.807000,0 days 00:00:27.061000,0 days 00:01:20.582000,False,16.6
57,VER,Imola,58.0,0 days 00:00:25.095000,0 days 00:00:27.500000,0 days 00:00:26.731000,0 days 00:01:19.326000,False,16.5
58,VER,Imola,59.0,0 days 00:00:25.587000,0 days 00:00:27.517000,0 days 00:00:26.737000,0 days 00:01:19.841000,False,16.5
59,VER,Imola,60.0,0 days 00:00:25.775000,0 days 00:00:27.471000,0 days 00:00:26.623000,0 days 00:01:19.869000,False,16.5
60,VER,Imola,61.0,0 days 00:00:25.776000,0 days 00:00:27.550000,0 days 00:00:26.621000,0 days 00:01:19.947000,False,16.6
61,VER,Imola,62.0,0 days 00:00:25.472000,0 days 00:00:27.465000,0 days 00:00:26.672000,0 days 00:01:19.609000,False,16.6
62,VER,Imola,63.0,0 days 00:00:25.616000,0 days 00:00:27.531000,0 days 00:00:27.008000,0 days 00:01:20.155000,False,16.6
63,PER,Imola,1.0,,0 days 00:00:32.438000,0 days 00:00:46.405000,,False,18.0
64,PER,Imola,2.0,0 days 00:00:53.878000,0 days 00:00:48.003000,0 days 00:00:44.121000,0 days 00:02:26.002000,False,17.9
65,PER,Imola,3.0,0 days 00:00:46.119000,0 days 00:00:46.041000,0 days 00:00:45.650000,0 days 00:02:17.810000,False,17.8
66,PER,Imola,4.0,0 days 00:00:41.679000,0 days 00:00:48.096000,0 days 00:00:55.655000,0 days 00:02:25.430000,False,17.6
67,PER,Imola,5.0,0 days 00:00:29.830000,0 days 00:00:31.445000,0 days 00:00:31.434000,0 days 00:01:32.709000,False,17.5
68,PER,Imola,6.0,0 days 00:00:29.039000,0 days 00:00:30.889000,0 days 00:00:31.076000,0 days 00:01:31.004000,False,17.3
69,PER,Imola,7.0,0 days 00:00:28.826000,0 days 00:00:31.161000,0 days 00:00:31.011000,0 days 00:01:30.998000,False,17.3
70,PER,Imola,8.0,0 days 00:00:28.538000,0 days 00:00:30.798000,0 days 00:00:30.884000,0 days 00:01:30.220000,False,17.1
71,PER,Imola,9.0,0 days 00:00:28.589000,0 days 00:00:31.174000,0 days 00:00:30.799000,0 days 00:01:30.562000,False,17.0
72,PER,Imola,10.0,0 days 00:00:28.407000,0 days 00:00:30.940000,0 days 00:00:31.050000,0 days 00:01:30.397000,False,17.0
73,PER,Imola,11.0,0 days 00:00:29.078000,0 days 00:00:31.147000,0 days 00:00:30.804000,0 days 00:01:31.029000,False,17.0
74,PER,Imola,12.0,0 days 00:00:29.042000,0 days 00:00:31.642000,0 days 00:00:31.113000,0 days 00:01:31.797000,False,17.0
75,PER,Imola,13.0,0 days 00:00:29.121000,0 days 00:00:31.307000,0 days 00:00:31.041000,0 days 00:01:31.469000,False,17.0
76,PER,Imola,14.0,0 days 00:00:28.952000,0 days 00:00:31.732000,0 days 00:00:31.118000,0 days 00:01:31.802000,False,16.7
77,PER,Imola,15.0,0 days 00:00:29.122000,0 days 00:00:32.250000,0 days 00:00:31.376000,0 days 00:01:32.748000,False,16.7
78,PER,Imola,16.0,0 days 00:00:28.920000,0 days 00:00:32.266000,0 days 00:00:31.100000,0 days 00:01:32.286000,False,16.7
79,PER,Imola,17.0,0 days 00:00:29.061000,0 days 00:00:31.975000,0 days 00:00:31.286000,0 days 00:01:32.322000,False,16.5
80,PER,Imola,18.0,0 days 00:00:29.084000,0 days 00:00:31.931000,0 days 00:00:35.879000,0 days 00:01:36.894000,False,16.2
81,PER,Imola,19.0,0 days 00:00:55.532000,0 days 00:00:31.018000,0 days 00:00:30.521000,0 days 00:01:57.071000,False,16.3
82,PER,Imola,20.0,0 days 00:00:29.473000,0 days 00:00:29.512000,0 days 00:00:29.365000,0 days 00:01:28.350000,False,16.1
83,PER,Imola,21.0,0 days 00:00:27.376000,0 days 00:00:28.839000,0 days 00:00:29.313000,0 days 00:01:25.528000,False,16.0
84,PER,Imola,22.0,0 days 00:00:26.825000,0 days 00:00:28.620000,0 days 00:00:28.757000,0 days 00:01:24.202000,False,16.1
85,PER,Imola,23.0,0 days 00:00:26.613000,0 days 00:00:28.196000,0 days 00:00:27.774000,0 days 00:01:22.583000,False,16.0
86,PER,Imola,24.0,0 days 00:00:26.210000,0 days 00:00:28.068000,0 days 00:00:27.599000,0 days 00:01:21.877000,False,16.0
87,PER,Imola,25.0,0 days 00:00:26.177000,0 days 00:00:28.139000,0 days 00:00:27.666000,0 days 00:01:21.982000,False,16.0
88,PER,Imola,26.0,0 days 00:00:25.994000,0 days 00:00:27.946000,0 days 00:00:27.397000,0 days 00:01:21.337000,False,15.8
89,PER,Imola,27.0,0 days 00:00:25.929000,0 days 00:00:28.012000,0 days 00:00:27.240000,0 days 00:01:21.181000,False,15.9
90,PER,Imola,28.0,0 days 00:00:25.967000,0 days 00:00:27.991000,0 days 00:00:28.847000,0 days 00:01:22.805000,False,16.1
91,PER,Imola,29.0,0 days 00:00:26.013000,0 days 00:00:27.953000,0 days 00:00:27.364000,0 days 00:01:21.330000,False,16.1
92,PER,Imola,30.0,0 days 00:00:25.883000,0 days 00:00:27.933000,0 days 00:00:27.567000,0 days 00:01:21.383000,False,16.2
93,PER,Imola,31.0,0 days 00:00:25.884000,0 days 00:00:27.887000,0 days 00:00:27.382000,0 days 00:01:21.153000,False,16.3
94,PER,Imola,32.0,0 days 00:00:25.847000,0 days 00:00:27.909000,0 days 00:00:27.122000,0 days 00:01:20.878000,False,16.5
95,PER,Imola,33.0,0 days 00:00:25.703000,0 days 00:00:27.827000,0 days 00:00:27.281000,0 days 00:01:20.811000,False,16.6
96,PER,Imola,34.0,0 days 00:00:25.672000,0 days 00:00:27.857000,0 days 00:00:27.156000,0 days 00:01:20.685000,False,16.6
97,PER,Imola,35.0,0 days 00:00:25.654000,0 days 00:00:27.726000,0 days 00:00:27.324000,0 days 00:01:20.704000,False,16.4
98,PER,Imola,36.0,0 days 00:00:25.599000,0 days 00:00:27.943000,0 days 00:00:27.309000,0 days 00:01:20.851000,False,16.5
99,PER,Imola,37.0,0 days 00:00:25.644000,0 days 00:00:27.981000,0 days 00:00:27.723000,0 days 00:01:21.348000,False,16.6
100,PER,Imola,38.0,0 days 00:00:25.590000,0 days 00:00:27.785000,0 days 00:00:27.273000,0 days 00:01:20.648000,False,16.7
101,PER,Imola,39.0,0 days 00:00:25.540000,0 days 00:00:27.750000,0 days 00:00:27.146000,0 days 00:01:20.436000,False,16.7
102,PER,Imola,40.0,0 days 00:00:25.580000,0 days 00:00:27.771000,0 days 00:00:27.083000,0 days 00:01:20.434000,False,16.6
103,PER,Imola,41.0,0 days 00:00:25.682000,0 days 00:00:27.855000,0 days 00:00:27.215000,0 days 00:01:20.752000,False,16.5
104,PER,Imola,42.0,0 days 00:00:25.558000,0 days 00:00:27.870000,0 days 00:00:27.050000,0 days 00:01:20.478000,False,16.5
105,PER,Imola,43.0,0 days 00:00:25.611000,0 days 00:00:27.831000,0 days 00:00:27.124000,0 days 00:01:20.566000,False,16.6
106,PER,Imola,44.0,0 days 00:00:25.638000,0 days 00:00:27.873000,0 days 00:00:27.170000,0 days 00:01:20.681000,False,16.7
107,PER,Imola,45.0,0 days 00:00:25.791000,0 days 00:00:27.918000,0 days 00:00:27.283000,0 days 00:01:20.992000,False,16.7
108,PER,Imola,46.0,0 days 00:00:25.624000,0 days 00:00:27.917000,0 days 00:00:27.329000,0 days 00:01:20.870000,False,16.6
109,PER,Imola,47.0,0 days 00:00:25.672000,0 days 00:00:27.922000,0 days 00:00:27.314000,0 days 00:01:20.908000,False,16.7
110,PER,Imola,48.0,0 days 00:00:25.687000,0 days 00:00:28.118000,0 days 00:00:27.464000,0 days 00:01:21.269000,False,16.7
111,PER,Imola,49.0,0 days 00:00:25.620000,0 days 00:00:28.373000,0 days 00:00:27.480000,0 days 00:01:21.473000,False,16.9
112,PER,Imola,50.0,0 days 00:00:25.774000,0 days 00:00:28.195000,0 days 00:00:32.109000,0 days 00:01:26.078000,False,17.0
113,PER,Imola,51.0,0 days 00:00:49.947000,0 days 00:00:27.973000,0 days 00:00:26.919000,0 days 00:01:44.839000,False,17.0
114,PER,Imola,52.0,0 days 00:00:25.320000,0 days 00:00:27.083000,0 days 00:00:26.546000,0 days 00:01:18.949000,False,17.0
115,PER,Imola,53.0,0 days 00:00:25.223000,0 days 00:00:27.094000,0 days 00:00:27.119000,0 days 00:01:19.436000,False,17.0
116,PER,Imola,54.0,0 days 00:00:25.415000,0 days 00:00:27.308000,0 days 00:00:26.645000,0 days 00:01:19.368000,False,16.8
117,PER,Imola,55.0,0 days 00:00:25.515000,0 days 00:00:27.689000,0 days 00:00:27.006000,0 days 00:01:20.210000,False,16.8
118,PER,Imola,56.0,0 days 00:00:25.418000,0 days 00:00:27.513000,0 days 00:00:26.950000,0 days 00:01:19.881000,False,16.7
119,PER,Imola,57.0,0 days 00:00:25.574000,0 days 00:00:27.436000,0 days 00:00:26.782000,0 days 00:01:19.792000,False,16.6
120,PER,Imola,58.0,0 days 00:00:25.520000,0 days 00:00:27.767000,0 days 00:00:26.749000,0 days 00:01:20.036000,False,16.5
121,PER,Imola,59.0,0 days 00:00:25.502000,0 days 00:00:27.456000,0 days 00:00:26.882000,0 days 00:01:19.840000,False,16.5
122,PER,Imola,60.0,0 days 00:00:25.436000,0 days 00:00:27.505000,0 days 00:00:26.975000,0 days 00:01:19.916000,False,16.5
123,PER,Imola,61.0,0 days 00:00:25.580000,0 days 00:00:27.610000,0 days 00:00:26.914000,0 days 00:01:20.104000,False,16.6
124,PER,Imola,62.0,0 days 00:00:25.542000,0 days 00:00:28.007000,0 days 00:00:27.203000,0 days 00:01:20.752000,False,16.6
125,PER,Imola,63.0,0 days 00:00:25.833000,0 days 00:00:28.454000,0 days 00:00:27.480000,0 days 00:01:21.767000,False,16.6
126,NOR,Imola,1.0,,0 days 00:00:32.631000,0 days 00:00:47.515000,,False,18.0
127,NOR,Imola,2.0,0 days 00:00:53.194000,0 days 00:00:49.253000,0 days 00:00:43.924000,0 days 00:02:26.371000,False,17.9
128,NOR,Imola,3.0,0 days 00:00:45.820000,0 days 00:00:45.750000,0 days 00:00:46.788000,0 days 00:02:18.358000,False,17.8
129,NOR,Imola,4.0,0 days 00:00:40.051000,0 days 00:00:47.680000,0 days 00:00:55.420000,0 days 00:02:23.151000,False,17.6
130,NOR,Imola,5.0,0 days 00:00:30.349000,0 days 00:00:31.726000,0 days 00:00:31.320000,0 days 00:01:33.395000,False,17.5
131,NOR,Imola,6.0,0 days 00:00:29.214000,0 days 00:00:31.083000,0 days 00:00:30.962000,0 days 00:01:31.259000,False,17.3
132,NOR,Imola,7.0,0 days 00:00:29.079000,0 days 00:00:31.100000,0 days 00:00:31.036000,0 days 00:01:31.215000,False,17.3
133,NOR,Imola,8.0,0 days 00:00:30.392000,0 days 00:00:31.384000,0 days 00:00:31.386000,0 days 00:01:33.162000,False,17.1
134,NOR,Imola,9.0,0 days 00:00:28.775000,0 days 00:00:31.091000,0 days 00:00:31.172000,0 days 00:01:31.038000,False,17.0
135,NOR,Imola,10.0,0 days 00:00:28.703000,0 days 00:00:31.384000,0 days 00:00:31.329000,0 days 00:01:31.416000,False,17.0
136,NOR,Imola,11.0,0 days 00:00:29.058000,0 days 00:00:31.911000,0 days 00:00:31.668000,0 days 00:01:32.637000,False,17.0
137,NOR,Imola,12.0,0 days 00:00:29.289000,0 days 00:00:32.082000,0 days 00:00:31.597000,0 days 00:01:32.968000,False,17.0
138,NOR,Imola,13.0,0 days 00:00:29.074000,0 days 00:00:32.091000,0 days 00:00:31.644000,0 days 00:01:32.809000,False,17.0
139,NOR,Imola,14.0,0 days 00:00:28.985000,0 days 00:00:32.226000,0 days 00:00:31.473000,0 days 00:01:32.684000,False,16.7
140,NOR,Imola,15.0,0 days 00:00:29.076000,0 days 00:00:32.250000,0 days 00:00:31.726000,0 days 00:01:33.052000,False,16.7
141,NOR,Imola,16.0,0 days 00:00:28.981000,0 days 00:00:32.115000,0 days 00:00:31.545000,0 days 00:01:32.641000,False,16.7
142,NOR,Imola,17.0,0 days 00:00:29.029000,0 days 00:00:31.782000,0 days 00:00:31.009000,0 days 00:01:31.820000,False,16.5
143,NOR,Imola,18.0,0 days 00:00:29.225000,0 days 00:00:31.522000,0 days 00:00:30.676000,0 days 00:01:31.423000,False,16.2
144,NOR,Imola,19.0,0 days 00:00:28.631000,0 days 00:00:31.282000,0 days 00:00:35.039000,0 days 00:01:34.952000,False,16.3
145,NOR,Imola,20.0,0 days 00:00:55.296000,0 days 00:00:30.775000,0 days 00:00:29.653000,0 days 00:01:55.724000,False,16.1
146,NOR,Imola,21.0,0 days 00:00:27.933000,0 days 00:00:29.030000,0 days 00:00:28.660000,0 days 00:01:25.623000,False,16.0
147,NOR,Imola,22.0,0 days 00:00:26.949000,0 days 00:00:28.860000,0 days 00:00:28.071000,0 days 00:01:23.880000,False,16.1
148,NOR,Imola,23.0,0 days 00:00:26.757000,0 days 00:00:28.827000,0 days 00:00:27.855000,0 days 00:01:23.439000,False,16.0
149,NOR,Imola,24.0,0 days 00:00:26.526000,0 days 00:00:28.633000,0 days 00:00:27.814000,0 days 00:01:22.973000,False,16.0
150,NOR,Imola,25.0,0 days 00:00:26.396000,0 days 00:00:28.685000,0 days 00:00:27.720000,0 days 00:01:22.801000,False,16.0
151,NOR,Imola,26.0,0 days 00:00:26.307000,0 days 00:00:28.475000,0 days 00:00:27.578000,0 days 00:01:22.360000,False,15.8
152,NOR,Imola,27.0,0 days 00:00:26.240000,0 days 00:00:28.434000,0 days 00:00:27.656000,0 days 00:01:22.330000,False,15.9
153,NOR,Imola,28.0,0 days 00:00:26.040000,0 days 00:00:28.285000,0 days 00:00:27.443000,0 days 00:01:21.768000,False,16.1
154,NOR,Imola,29.0,0 days 00:00:25.995000,0 days 00:00:28.287000,0 days 00:00:27.488000,0 days 00:01:21.770000,False,16.1
155,NOR,Imola,30.0,0 days 00:00:26.034000,0 days 00:00:28.300000,0 days 00:00:27.507000,0 days 00:01:21.841000,False,16.2
156,NOR,Imola,31.0,0 days 00:00:25.993000,0 days 00:00:28.388000,0 days 00:00:27.517000,0 days 00:01:21.898000,False,16.3
157,NOR,Imola,32.0,0 days 00:00:26.041000,0 days 00:00:28.369000,0 days 00:00:27.379000,0 days 00:01:21.789000,False,16.5
158,NOR,Imola,33.0,0 days 00:00:25.927000,0 days 00:00:28.378000,0 days 00:00:27.332000,0 days 00:01:21.637000,False,16.6
159,NOR,Imola,34.0,0 days 00:00:25.940000,0 days 00:00:28.263000,0 days 00:00:27.372000,0 days 00:01:21.575000,False,16.6
160,NOR,Imola,35.0,0 days 00:00:25.941000,0 days 00:00:28.351000,0 days 00:00:27.375000,0 days 00:01:21.667000,False,16.4
161,NOR,Imola,36.0,0 days 00:00:25.875000,0 days 00:00:28.286000,0 days 00:00:27.279000,0 days 00:01:21.440000,False,16.5
162,NOR,Imola,37.0,0 days 00:00:25.956000,0 days 00:00:28.257000,0 days 00:00:27.239000,0 days 00:01:21.452000,False,16.6
163,NOR,Imola,38.0,0 days 00:00:25.873000,0 days 00:00:28.156000,0 days 00:00:27.254000,0 days 00:01:21.283000,False,16.7
164,NOR,Imola,39.0,0 days 00:00:26.062000,0 days 00:00:28.358000,0 days 00:00:27.315000,0 days 00:01:21.735000,False,16.7
165,NOR,Imola,40.0,0 days 00:00:25.963000,0 days 00:00:28.330000,0 days 00:00:27.295000,0 days 00:01:21.588000,False,16.6
166,NOR,Imola,41.0,0 days 00:00:25.919000,0 days 00:00:28.279000,0 days 00:00:27.386000,0 days 00:01:21.584000,False,16.5
167,NOR,Imola,42.0,0 days 00:00:25.999000,0 days 00:00:28.358000,0 days 00:00:27.372000,0 days 00:01:21.729000,False,16.5
168,NOR,Imola,43.0,0 days 00:00:25.938000,0 days 00:00:28.294000,0 days 00:00:27.395000,0 days 00:01:21.627000,False,16.6
169,NOR,Imola,44.0,0 days 00:00:25.876000,0 days 00:00:28.319000,0 days 00:00:27.369000,0 days 00:01:21.564000,False,16.7
170,NOR,Imola,45.0,0 days 00:00:25.977000,0 days 00:00:28.226000,0 days 00:00:27.407000,0 days 00:01:21.610000,False,16.7
171,NOR,Imola,46.0,0 days 00:00:25.925000,0 days 00:00:28.152000,0 days 00:00:27.497000,0 days 00:01:21.574000,False,16.6
172,NOR,Imola,47.0,0 days 00:00:25.860000,0 days 00:00:28.195000,0 days 00:00:27.349000,0 days 00:01:21.404000,False,16.7
173,NOR,Imola,48.0,0 days 00:00:25.905000,0 days 00:00:28.230000,0 days 00:00:27.448000,0 days 00:01:21.583000,False,16.7
174,NOR,Imola,49.0,0 days 00:00:25.881000,0 days 00:00:28.185000,0 days 00:00:27.443000,0 days 00:01:21.509000,False,16.9
175,NOR,Imola,50.0,0 days 00:00:26.126000,0 days 00:00:28.294000,0 days 00:00:27.486000,0 days 00:01:21.906000,False,17.0
176,NOR,Imola,51.0,0 days 00:00:26.612000,0 days 00:00:28.366000,0 days 00:00:27.436000,0 days 00:01:22.414000,False,17.0
177,NOR,Imola,52.0,0 days 00:00:25.832000,0 days 00:00:28.213000,0 days 00:00:27.399000,0 days 00:01:21.444000,False,17.0
178,NOR,Imola,53.0,0 days 00:00:25.844000,0 days 00:00:28.194000,0 days 00:00:28.370000,0 days 00:01:22.408000,False,17.0
179,NOR,Imola,54.0,0 days 00:00:25.819000,0 days 00:00:28.020000,0 days 00:00:27.216000,0 days 00:01:21.055000,False,16.8
180,NOR,Imola,55.0,0 days 00:00:25.707000,0 days 00:00:28.045000,0 days 00:00:27.255000,0 days 00:01:21.007000,False,16.8
181,NOR,Imola,56.0,0 days 00:00:25.691000,0 days 00:00:28.098000,0 days 00:00:27.352000,0 days 00:01:21.141000,False,16.7
182,NOR,Imola,57.0,0 days 00:00:25.799000,0 days 00:00:28.062000,0 days 00:00:27.273000,0 days 00:01:21.134000,False,16.6
183,NOR,Imola,58.0,0 days 00:00:25.733000,0 days 00:00:28.082000,0 days 00:00:27.425000,0 days 00:01:21.240000,False,16.5
184,NOR,Imola,59.0,0 days 00:00:25.702000,0 days 00:00:28.008000,0 days 00:00:27.333000,0 days 00:01:21.043000,False,16.5
185,NOR,Imola,60.0,0 days 00:00:25.806000,0 days 00:00:27.974000,0 days 00:00:27.267000,0 days 00:01:21.047000,False,16.5
186,NOR,Imola,61.0,0 days 00:00:25.812000,0 days 00:00:27.826000,0 days 00:00:27.265000,0 days 00:01:20.903000,False,16.6
187,NOR,Imola,62.0,0 days 00:00:25.866000,0 days 00:00:27.961000,0 days 00:00:27.389000,0 days 00:01:21.216000,False,16.6
188,NOR,Imola,63.0,0 days 00:00:25.811000,0 days 00:00:28.005000,0 days 00:00:27.312000,0 days 00:01:21.128000,False,16.6
189,RUS,Imola,1.0,,0 days 00:00:33.004000,0 days 00:00:49.241000,,False,18.0
190,RUS,Imola,2.0,0 days 00:00:51.175000,0 days 00:00:49.084000,0 days 00:00:46.395000,0 days 00:02:26.654000,False,17.9
191,RUS,Imola,3.0,0 days 00:00:43.775000,0 days 00:00:46.528000,0 days 00:00:48.234000,0 days 00:02:18.537000,False,17.8
192,RUS,Imola,4.0,0 days 00:00:38.541000,0 days 00:00:46.671000,0 days 00:00:53.583000,0 days 00:02:18.795000,False,17.6
193,RUS,Imola,5.0,0 days 00:00:31.153000,0 days 00:00:32.306000,0 days 00:00:31.925000,0 days 00:01:35.384000,False,17.5
194,RUS,Imola,6.0,0 days 00:00:30.179000,0 days 00:00:31.381000,0 days 00:00:31.341000,0 days 00:01:32.901000,False,17.3
195,RUS,Imola,7.0,0 days 00:00:29.502000,0 days 00:00:31.398000,0 days 00:00:31.175000,0 days 00:01:32.075000,False,17.3
